Station,Year,Month,Day,Rainfall,Sunshine,Humidity,Temperature
Barisal,1977,3,23,0,9.3,75,27.6
Barisal,1977,3,24,0,8.8,76,28
Barisal,1977,3,25,0,12.5,76,26.7
Barisal,1977,3,26,0,8.2,74,27.6
Barisal,1977,3,27,0,8,80,27.9
Barisal,1977,3,28,0,5.3,81,27.9
Barisal,1977,3,29,0,4.9,81,28.7
Barisal,1977,3,30,0,7.6,78,28.9
Barisal,1977,3,31,0,5.8,78,28.6
Barisal,1977,4,1,0,7.5,79,27
Barisal,1977,4,2,0,6,84,26.2
Barisal,1977,4,3,44,7.4,82,27.1
Barisal,1977,4,4,1,6.8,84,26.2
Barisal,1977,4,5,19,8.5,83,27.8
Barisal,1977,4,6,8,7.7,86,27.5
Barisal,1977,4,7,24,3.2,89,25.1
Barisal,1977,4,8,17,7.4,91,23.9
Barisal,1977,4,9,2,7.2,84,24.4
Barisal,1977,4,10,27,5.1,93,23.2
Barisal,1977,4,11,37,11,82,26
Barisal,1977,4,12,0,8.1,88,24.8
Barisal,1977,4,13,18,9,85,28.3
Barisal,1977,4,14,0,8.4,86,27.6
Barisal,1977,4,15,32,0,94,21.3
Barisal,1977,4,16,53,6.1,87,24.4
Barisal,1977,4,17,3,5.6,76,27.3
Barisal,1977,4,18,0,9.9,82,27.3
Barisal,1977,4,19,0,11.2,77,27.5
Barisal,1977,4,20,0,10.5,75,28.6
Barisal,1977,4,21,0,10,78,27.5
Barisal,1977,4,22,0,10.1,78,27
Barisal,1977,4,23,0,8.2,81,28.5
Barisal,1977,4,24,1,4.1,78,29.1
Barisal,1977,4,25,0,4.1,81,26.6
Barisal,1977,4,26,16,5.2,82,28
Barisal,1977,4,27,0,2,83,28.1
Barisal,1977,4,28,0,2.7,79,29.1
Barisal,1977,4,29,0,4.4,81,28.2
Barisal,1977,4,30,5,8.4,84,26.5
Barisal,1977,5,1,12,0,82,26.7
Barisal,1977,5,2,0,0,88,24.8
Barisal,1977,5,3,0,0,82,26.7
Barisal,1977,5,4,0,0,83,26.2
Barisal,1977,5,5,11,0,79,27.4
Barisal,1977,5,6,0,0,93,23.1
Barisal,1977,5,7,6,0,76,26.8
Barisal,1977,5,8,0,0,77,27.9
Barisal,1977,5,9,0,13.3,76,27.2
Barisal,1977,5,10,0,12.2,73,28.7
Barisal,1977,5,11,0,0,84,27.3
Barisal,1977,5,12,24,0,96,23.7
Barisal,1977,5,13,20,0,93,23.9
Barisal,1977,5,14,0,0,79,27.3
Barisal,1977,5,15,0,4,83,28.3
Barisal,1977,5,16,1,4.8,84,29
Barisal,1977,5,17,1,9.2,82,28.9
Barisal,1977,5,18,0,11.3,84,29.7
Barisal,1977,5,19,0,4.8,89,25.7
Barisal,1977,5,20,19,6.1,86,28.1
Barisal,1977,5,21,0,5.5,86,27.1
Barisal,1977,5,22,0,9.2,82,28.9
Barisal,1977,5,23,0,5.6,90,26.4
Barisal,1977,5,24,8,7.3,83,28.3
Barisal,1977,5,25,0,10,78,29.7
Barisal,1977,5,26,0,8.6,82,29.3
Barisal,1977,5,27,5,11.6,87,27.4
Barisal,1977,5,28,5,0.6,81,29.5
Barisal,1977,5,29,12,4.6,86,29.1
Barisal,1977,5,30,33,0,84,28.6
Barisal,1977,5,31,0,8,83,30.7
Barisal,1977,6,1,0,2.5,85,28.9
Barisal,1977,6,2,0,0,90,26.3
Barisal,1977,6,3,56,3.9,89,26.7
Barisal,1977,6,4,22,6.7,82,28.3
Barisal,1977,6,5,22,10.9,83,27
Barisal,1977,6,6,0,5.9,80,28.6
Barisal,1977,6,7,0,0,80,29.4
Barisal,1977,6,8,0,0,88,27.2
Barisal,1977,6,9,21,9.7,82,29.5
Barisal,1977,6,10,2,10.1,81,29.8
Barisal,1977,6,11,5,11.5,79,30.4
Barisal,1977,6,12,0,0,82,29.9
Barisal,1977,6,13,0,5.2,84,29.1
Barisal,1977,6,14,5,9.8,84,29.1
Barisal,1977,6,15,16,0,90,27.5
Barisal,1977,6,16,23,0,96,26.2
Barisal,1977,6,17,48,0,95,26.8
Barisal,1977,6,18,7,2.9,94,27.2
Barisal,1977,6,19,11,8.2,86,28.9
Barisal,1977,6,20,8,2.9,86,28.3
Barisal,1977,6,21,29,1,96,26.2
Barisal,1977,6,22,25,0,95,26.1
Barisal,1977,6,23,10,0.5,90,27.4
Barisal,1977,6,24,12,1.4,94,26.9
Barisal,1977,6,25,36,0,96,25.7
Barisal,1977,6,26,12,0.4,94,25.8
Barisal,1977,6,27,72,0,96,25.5
Barisal,1977,6,28,41,0,97,25
Barisal,1977,6,29,57,0.5,94,26.1
Barisal,1977,6,30,17,9.3,87,28.1
Barisal,1977,7,1,1,0,82,29
Barisal,1977,7,2,0,0,82,29.4
Barisal,1977,7,3,3,7.4,89,27.9
Barisal,1977,7,4,0,5,90,27.8
Barisal,1977,7,5,0,10,85,28.4
Barisal,1977,7,6,19,4.2,96,26.8
Barisal,1977,7,7,28,2.8,89,28.2
Barisal,1977,7,8,11,0,95,26.8
Barisal,1977,7,9,8,6.2,91,27.6
Barisal,1977,7,10,5,3.2,91,27.6
Barisal,1977,7,11,3,6.5,87,28.4
Barisal,1977,7,12,10,6.4,88,29.2
Barisal,1977,7,13,3,0,95,26.2
Barisal,1977,7,14,15,0,90,27.1
Barisal,1977,7,15,0,0,92,26.9
Barisal,1977,7,16,13,1.4,90,27.2
Barisal,1977,7,17,0,5.3,85,28.1
Barisal,1977,7,18,0,7.3,86,28.4
Barisal,1977,7,19,0,11.8,83,29.7
Barisal,1977,7,20,5,4,84,29.5
Barisal,1977,7,21,0,9.4,86,29.6
Barisal,1977,7,22,0,7.8,86,30.3
Barisal,1977,7,23,2,0,91,28.5
Barisal,1977,7,24,21,9.5,92,27.8
Barisal,1977,7,25,14,2.8,91,27.4
Barisal,1977,7,26,39,0,92,27.5
Barisal,1977,7,27,13,0.8,91,28.1
Barisal,1977,7,28,10,0,94,26.9
Barisal,1977,7,29,5,0,94,26.7
Barisal,1977,7,30,27,0,94,26.7
Barisal,1977,7,31,44,0,95,26.5
Barisal,1977,8,1,15,0,93,26.2
Barisal,1977,8,2,4,8.7,85,28.3
Barisal,1977,8,3,3,7.7,85,27.7
Barisal,1977,8,4,3,6.2,89,27.7
Barisal,1977,8,5,7,2.6,94,27.1
Barisal,1977,8,6,17,2,90,27.1
Barisal,1977,8,7,2,6.8,88,27.6
Barisal,1977,8,8,3,10,82,28.7
Barisal,1977,8,9,0,7.2,84,28.6
Barisal,1977,8,10,0,3.6,86,28.4
Barisal,1977,8,11,0,9.6,92,27.6
Barisal,1977,8,12,5,10.8,85,28.5
Barisal,1977,8,13,0,5.1,85,28.8
Barisal,1977,8,14,1,3.9,90,28.1
Barisal,1977,8,15,8,6,91,27.6
Barisal,1977,8,16,15,0.8,93,26.8
Barisal,1977,8,17,1,2.9,90,28.3
Barisal,1977,8,18,2,5.9,85,29.5
Barisal,1977,8,19,0,9.5,84,30.6
Barisal,1977,8,20,5,9,79,29.4
Barisal,1977,8,21,0,8.9,82,29.1
Barisal,1977,8,22,1,8.8,84,28.8
Barisal,1977,8,23,0,6.8,86,28.7
Barisal,1977,8,24,0,2.4,88,28.2
Barisal,1977,8,25,0,0.8,87,28
Barisal,1977,8,26,9,0.4,92,27.4
Barisal,1977,8,27,10,0,91,27.6
Barisal,1977,8,28,3,0.9,91,27
Barisal,1977,8,29,18,4.1,89,27.2
Barisal,1977,8,30,3,7.4,88,27.6
Barisal,1977,8,31,3,7.4,88,27.6
Barisal,1977,9,1,5,0,95,25.9
Barisal,1977,9,2,8,0,84,27.9
Barisal,1977,9,3,0,10.8,84,28.6
Barisal,1977,9,4,0,11.8,83,29.3
Barisal,1977,9,5,0,11.2,83,30
Barisal,1977,9,6,0,9,87,30.3
Barisal,1977,9,7,0,6.5,86,29.8
Barisal,1977,9,8,0,0,91,27.6
Barisal,1977,9,9,21,7.5,87,28.3
Barisal,1977,9,10,1,0,85,28.8
Barisal,1977,9,11,0,12,85,28.4
Barisal,1977,9,12,8,0,92,25.7
Barisal,1977,9,13,12,4.3,86,27.7
Barisal,1977,9,14,0,4.3,88,27.6
Barisal,1977,9,15,1,3,90,27.4
Barisal,1977,9,16,6,0,96,26.1
Barisal,1977,9,17,65,1.7,89,28
Barisal,1977,9,18,5,0,87,28.4
Barisal,1977,9,19,0,0,89,28.1
Barisal,1977,9,20,26,0,91,27.8
Barisal,1977,9,21,75,8.3,94,26.9
Barisal,1977,9,22,4,0,88,28.4
Barisal,1977,9,23,0,0,82,29.4
Barisal,1977,9,24,0,0,87,28.7
Barisal,1977,9,25,0,0,82,29.7
Barisal,1977,9,26,0,8.8,80,29.7
Barisal,1977,9,27,0,11.8,81,29.7
Barisal,1977,9,28,0,12,82,29.7
Barisal,1977,9,29,0,9.1,83,29
Barisal,1977,9,30,0,8.5,82,28.7
Barisal,1977,10,1,6,0,90,26.8
Barisal,1977,10,2,1,6.1,89,27.5
Barisal,1977,10,3,13,7.5,88,27.7
Barisal,1977,10,4,0,7.4,90,27.5
Barisal,1977,10,5,5,4,90,26.9
Barisal,1977,10,6,8,0.9,92,26.7
Barisal,1977,10,7,1,11,81,28.3
Barisal,1977,10,8,0,11.4,82,28.7
Barisal,1977,10,9,0,11,79,28.8
Barisal,1977,10,10,0,10.3,79,28.6
Barisal,1977,10,11,0,10.9,80,28.4
Barisal,1977,10,12,0,11.2,85,27.4
Barisal,1977,10,13,0,9.5,91,26
Barisal,1977,10,14,1,5.1,87,27.3
Barisal,1977,10,15,0,8.9,89,26.3
Barisal,1977,10,16,13,11.2,83,26.6
Barisal,1977,10,17,0,10.1,84,26.9
Barisal,1977,10,18,0,9.9,83,26.3
Barisal,1977,10,19,0,8,83,26.5
Barisal,1977,10,20,0,10.6,82,26
Barisal,1977,10,21,0,10.8,79,25.8
Barisal,1977,10,22,0,10.3,81,25.6
Barisal,1977,10,23,0,10.8,78,25.5
Barisal,1977,10,24,0,10.1,78,26.5
Barisal,1977,10,25,0,11.2,80,25.4
Barisal,1977,10,26,0,10.9,79,26.2
Barisal,1977,10,27,0,11,83,26.3
Barisal,1977,10,28,0,10.9,83,25.8
Barisal,1977,10,29,0,5.6,85,25.8
Barisal,1977,10,30,21,0,94,22.1
Barisal,1977,10,31,0,0.9,92,24.3
Barisal,1977,11,1,0,9,86,25.6
Barisal,1977,11,2,0,10.8,82,26.1
Barisal,1977,11,3,0,9.8,80,26.8
Barisal,1977,11,4,0,6,84,26.1
Barisal,1977,11,5,14,9.7,84,26.7
Barisal,1977,11,6,0,10.7,83,27.4
Barisal,1977,11,7,0,10.6,87,26.5
Barisal,1977,11,8,4,9.9,81,25.7
Barisal,1977,11,9,0,10,80,24.6
Barisal,1977,11,10,0,10.2,81,24.1
Barisal,1977,11,11,0,10.7,79,23.9
Barisal,1977,11,12,0,10.9,76,23.3
Barisal,1977,11,13,0,10.3,76,23.6
Barisal,1977,11,14,0,8.4,77,23.3
Barisal,1977,11,15,0,10.2,81,22.5
Barisal,1977,11,16,0,10.9,75,22.9
Barisal,1977,11,17,0,9.3,76,22.7
Barisal,1977,11,18,0,9.9,79,23
Barisal,1977,11,19,0,6.5,79,23.9
Barisal,1977,11,20,0,1.6,82,24.7
Barisal,1977,11,21,11,0,93,21.7
Barisal,1977,11,22,6,0,95,21.5
Barisal,1977,11,23,0,2.7,85,24.4
Barisal,1977,11,24,0,8.3,85,25.1
Barisal,1977,11,25,0,0.3,94,24.1
Barisal,1977,11,26,18,9.3,87,23
Barisal,1977,11,27,0,10.6,81,22.6
Barisal,1977,11,28,0,9.8,76,22.1
Barisal,1977,11,29,0,10.5,73,22
Barisal,1977,11,30,0,9.6,73,23
Barisal,1977,12,1,0,8.8,82,24
Barisal,1977,12,2,0,5.2,79,23.9
Barisal,1977,12,3,0,9.8,73,21.6
Barisal,1977,12,4,0,0,73,20.4
Barisal,1977,12,5,0,9.5,75,20.3
Barisal,1977,12,6,0,9.6,75,19.9
Barisal,1977,12,7,0,8.4,79,19
Barisal,1977,12,8,0,8.6,74,17.9
Barisal,1977,12,9,0,9.9,74,18
Barisal,1977,12,10,0,9.5,76,19
Barisal,1977,12,11,0,10,79,18.9
Barisal,1977,12,12,0,9.8,79,19.5
Barisal,1977,12,13,0,9.7,73,19.6
Barisal,1977,12,14,0,9,75,19.9
Barisal,1977,12,15,0,9.6,75,19
Barisal,1977,12,16,0,9.1,76,19.2
Barisal,1977,12,17,0,9.1,77,18.3
Barisal,1977,12,18,0,9.8,76,18.9
Barisal,1977,12,19,0,9.7,75,19.1
Barisal,1977,12,20,0,9.7,76,19.6
Barisal,1977,12,21,0,9.2,77,18.9
Barisal,1977,12,22,0,8.7,77,18.8
Barisal,1977,12,23,0,9.3,78,18.2
Barisal,1977,12,24,0,9.3,74,18.3
Barisal,1977,12,25,0,9.5,78,17.4
Barisal,1977,12,26,0,9.5,72,20.2
Barisal,1977,12,27,0,9.1,69,20.2
Barisal,1977,12,28,0,0.7,82,18
Barisal,1977,12,29,0,2.2,91,16.6
Barisal,1977,12,30,0,4.6,84,16.6
Barisal,1977,12,31,0,9.8,76,15.8
Barisal,1978,1,1,0,10.05,78,15.9
Barisal,1978,1,2,0,9.4,77,16.7
Barisal,1978,1,3,0,9,72,15.8
Barisal,1978,1,4,0,9.6,70,14.4
Barisal,1978,1,5,0,9.4,76,14.1
Barisal,1978,1,6,0,10.6,72,14.2
Barisal,1978,1,7,0,9.95,73,14.5
Barisal,1978,1,8,0,9.15,71,16
Barisal,1978,1,9,0,9.75,70,16.6
Barisal,1978,1,10,0,8.4,76,16.4
Barisal,1978,1,11,0,9.45,75,14.9
Barisal,1978,1,12,0,4.55,67,15.1
Barisal,1978,1,13,0,7.45,71,15.2
Barisal,1978,1,14,0,10.05,75,15.6
Barisal,1978,1,15,0,10.1,74,17.5
Barisal,1978,1,16,0,8.1,76,19.7
Barisal,1978,1,17,0,9.95,81,20
Barisal,1978,1,18,0,8.8,82,18.8
Barisal,1978,1,19,0,10.05,70,17.4
Barisal,1978,1,20,0,4.85,63,17.5
Barisal,1978,1,21,0,10.8,69,18
Barisal,1978,1,22,0,9.45,67,19.2
Barisal,1978,1,23,0,10.05,71,18.2
Barisal,1978,1,24,0,7.7,71,18
Barisal,1978,1,25,0,10.65,72,17.8
Barisal,1978,1,26,0,9.5,70,17.7
Barisal,1978,1,27,0,8.95,72,17.8
Barisal,1978,1,28,0,9.8,69,17
Barisal,1978,1,29,0,9.1,67,18
Barisal,1978,1,30,0,7.2,73,18.7
Barisal,1978,1,31,0,8.1,75,20.6
Barisal,1978,2,1,0,9.45,69,21.7
Barisal,1978,2,2,0,6.6,71,20.9
Barisal,1978,2,3,0,9.35,68,20.9
Barisal,1978,2,4,0,9.95,74,19.4
Barisal,1978,2,5,0,10.6,71,19.2
Barisal,1978,2,6,0,8.25,65,19.2
Barisal,1978,2,7,0,9.3,73,19.7
Barisal,1978,2,8,0,9.05,83,20
Barisal,1978,2,9,0,10.25,76,19.3
Barisal,1978,2,10,0,10.65,62,17.6
Barisal,1978,2,11,0,9.9,68,17.6
Barisal,1978,2,12,0,10.9,66,20
Barisal,1978,2,13,0,10.1,72,21.5
Barisal,1978,2,14,0,9.6,71,23.1
Barisal,1978,2,15,0,10.7,77,24.1
Barisal,1978,2,16,0,10.5,70,23.7
Barisal,1978,2,17,0,10.45,67,23.5
Barisal,1978,2,18,0,9.3,72,22.9
Barisal,1978,2,19,0,9.2,74,22.3
Barisal,1978,2,20,0,9.75,62,20.2
Barisal,1978,2,21,0,9.7,62,19.4
Barisal,1978,2,22,0,9.5,67,18.5
Barisal,1978,2,23,0,11.1,62,19.6
Barisal,1978,2,24,0,6.95,61,19
Barisal,1978,2,25,0,4.4,59,21
Barisal,1978,2,26,0,9.15,59,22.1
Barisal,1978,2,27,0,8.4,61,23.6
Barisal,1978,2,28,0,10.4,68,23.5
Barisal,1978,3,1,0,8.35,73,23.3
Barisal,1978,3,2,0,8.85,70,24.4
Barisal,1978,3,3,0,10.7,70,26.3
Barisal,1978,3,4,0,8.9,79,26.2
Barisal,1978,3,5,0,10.15,65,25.9
Barisal,1978,3,6,0,10.7,67,24.9
Barisal,1978,3,7,0,10.05,59,23.9
Barisal,1978,3,8,0,4.55,56,22.9
Barisal,1978,3,9,0,10.4,58,22.1
Barisal,1978,3,10,0,9.75,58,23.4
Barisal,1978,3,11,0,8.35,55,25.9
Barisal,1978,3,12,0,11.15,72,23
Barisal,1978,3,13,0,7.3,61,22.6
Barisal,1978,3,14,0,9,52,23.2
Barisal,1978,3,15,0,9.05,61,22
Barisal,1978,3,16,0,9.05,59,23.1
Barisal,1978,3,17,0,8.1,62,23.8
Barisal,1978,3,18,0,7.95,62,26.6
Barisal,1978,3,19,0,8.2,61,26
Barisal,1978,3,20,0,7.55,58,25.5
Barisal,1978,3,21,0,7.85,58,26.3
Barisal,1978,3,22,0,7.05,77,24.9
Barisal,1978,3,23,0,7.75,70,27
Barisal,1978,3,24,0,9.05,55,26.9
Barisal,1978,3,25,0,10.3,71,26.8
Barisal,1978,3,26,0,8.3,65,26.2
Barisal,1978,3,27,0,7.4,61,26.5
Barisal,1978,3,28,0,7.2,54,28.3
Barisal,1978,3,29,0,6.6,71,27
Barisal,1978,3,30,4,7.9,88,22.1
Barisal,1978,3,31,10,7.55,88,23.4
Barisal,1978,4,1,18,7.8,77,25.7
Barisal,1978,4,2,0,7.75,76,25.7
Barisal,1978,4,3,2,8.05,77,28
Barisal,1978,4,4,0,8.25,81,25.1
Barisal,1978,4,5,18,8.65,77,27.4
Barisal,1978,4,6,0,7.3,66,28.4
Barisal,1978,4,7,0,5.6,72,28.3
Barisal,1978,4,8,11,8.55,81,25.4
Barisal,1978,4,9,42,8.25,80,26.9
Barisal,1978,4,10,0,7.2,75,28.5
Barisal,1978,4,11,0,10.3,73,28.5
Barisal,1978,4,12,0,8.4,76,27.2
Barisal,1978,4,13,14,8.7,75,27.3
Barisal,1978,4,14,0,8.6,83,23.5
Barisal,1978,4,15,13,2.95,77,26.9
Barisal,1978,4,16,23,8.1,89,23.1
Barisal,1978,4,17,0,6.6,91,23.7
Barisal,1978,4,18,50,8.3,90,24.4
Barisal,1978,4,19,49,9.35,81,26.8
Barisal,1978,4,20,0,10,81,27.2
Barisal,1978,4,21,0,10.2,78,28
Barisal,1978,4,22,0,10,81,29.3
Barisal,1978,4,23,0,8.85,77,28.7
Barisal,1978,4,24,0,6.45,79,29.2
Barisal,1978,4,25,0,6.7,77,28.7
Barisal,1978,4,26,0,8.65,72,29.2
Barisal,1978,4,27,0,6.6,76,29.2
Barisal,1978,4,28,0,7.15,78,27.8
Barisal,1978,4,29,2,8,78,29.4
Barisal,1978,4,30,0,9.2,74,29.3
Barisal,1978,5,1,0,5.25,79,28
Barisal,1978,5,2,0,2.65,80,28.9
Barisal,1978,5,3,0,5.4,71,29
Barisal,1978,5,4,0,5.4,73,29.1
Barisal,1978,5,5,0,5.05,75,28.8
Barisal,1978,5,6,0,5.4,75,28.8
Barisal,1978,5,7,0,5.75,88,25.3
Barisal,1978,5,8,4,5.65,83,26.2
Barisal,1978,5,9,0,12.4,87,27.4
Barisal,1978,5,10,74,11.85,93,24.5
Barisal,1978,5,11,51,6,88,25.8
Barisal,1978,5,12,21,5.6,87,27.2
Barisal,1978,5,13,14,2.85,81,29.3
Barisal,1978,5,14,0,4.4,78,29.4
Barisal,1978,5,15,0,5.2,78,29.9
Barisal,1978,5,16,0,7.4,73,30.3
Barisal,1978,5,17,0,7.3,83,29.9
Barisal,1978,5,18,4,11.1,77,30.5
Barisal,1978,5,19,0,7.8,80,31.2
Barisal,1978,5,20,0,8.05,80,30.5
Barisal,1978,5,21,0,7.5,81,29.9
Barisal,1978,5,22,29,10,90,26.2
Barisal,1978,5,23,57,8.25,86,26.6
Barisal,1978,5,24,8,7.55,89,25.8
Barisal,1978,5,25,10,10.75,79,28.5
Barisal,1978,5,26,0,10,87,27.7
Barisal,1978,5,27,8,11.35,85,28.2
Barisal,1978,5,28,33,5.2,90,26
Barisal,1978,5,29,9,7.8,86,26.9
Barisal,1978,5,30,41,5.35,86,26.8
Barisal,1978,5,31,24,9.7,86,29.3
Barisal,1978,6,1,0,6.55,88,26.4
Barisal,1978,6,2,1,5.8,86,29.9
Barisal,1978,6,3,0,7.2,83,30.2
Barisal,1978,6,4,0,8.95,82,30.4
Barisal,1978,6,5,0,11.15,87,27.9
Barisal,1978,6,6,4,3.05,92,27.4
Barisal,1978,6,7,8,1.85,85,29.8
Barisal,1978,6,8,48,0,88,28.6
Barisal,1978,6,9,1,7.75,90,26.1
Barisal,1978,6,10,25,5.1,83,29.8
Barisal,1978,6,11,0,5.75,80,29.7
Barisal,1978,6,12,0,0.3,81,29.3
Barisal,1978,6,13,3,4.9,86,28.9
Barisal,1978,6,14,2,5.75,84,29.5
Barisal,1978,6,15,13,0,85,29.2
Barisal,1978,6,16,17,2.3,87,28.5
Barisal,1978,6,17,10,3.2,86,29.3
Barisal,1978,6,18,3,6.75,94,27.4
Barisal,1978,6,19,155,8.95,89,27.9
Barisal,1978,6,20,7,5.3,87,28.2
Barisal,1978,6,21,9,3.8,85,28.8
Barisal,1978,6,22,6,5.6,87,28.5
Barisal,1978,6,23,53,2,90,27.7
Barisal,1978,6,24,13,4.05,96,26.8
Barisal,1978,6,25,162,3,94,25.9
Barisal,1978,6,26,56,2.75,93,26.5
Barisal,1978,6,27,19,3.75,83,28.1
Barisal,1978,6,28,3,1.55,89,27.7
Barisal,1978,6,29,4,0.25,87,27.7
Barisal,1978,6,30,9,4.65,92,26.3
Barisal,1978,7,1,6,4.34,82,29.2
Barisal,1978,7,2,0,1.15,81,29
Barisal,1978,7,3,2,6.9,82,29
Barisal,1978,7,4,1,3.15,87,28
Barisal,1978,7,5,2,6.95,87,27.5
Barisal,1978,7,6,44,7.75,92,26.2
Barisal,1978,7,7,0,6.9,85,27.7
Barisal,1978,7,8,4,2.75,95,25.3
Barisal,1978,7,9,48,4.15,87,27.9
Barisal,1978,7,10,1,5,81,29.2
Barisal,1978,7,11,0,5,79,28.3
Barisal,1978,7,12,3,9.25,88,27.4
Barisal,1978,7,13,17,1.65,86,28.3
Barisal,1978,7,14,0,2.7,83,28.3
Barisal,1978,7,15,0,2.15,84,28.4
Barisal,1978,7,16,11,0.75,92,26.6
Barisal,1978,7,17,69,2.85,91,26.8
Barisal,1978,7,18,2,5.25,91,27.6
Barisal,1978,7,19,18,6.4,86,28.2
Barisal,1978,7,20,4,2.55,89,27.5
Barisal,1978,7,21,32,8.6,90,27.4
Barisal,1978,7,22,0,8.1,89,27.9
Barisal,1978,7,23,1,1.15,89,27.5
Barisal,1978,7,24,28,8.75,86,27.6
Barisal,1978,7,25,1,5,91,27.1
Barisal,1978,7,26,31,4.7,90,28.2
Barisal,1978,7,27,0,1.5,90,28.6
Barisal,1978,7,28,10,0.25,95,27.1
Barisal,1978,7,29,50,3.4,89,28
Barisal,1978,7,30,24,4.7,86,29.2
Barisal,1978,7,31,0,5.05,83,29.2
Barisal,1978,8,1,0,4.75,83,29.2
Barisal,1978,8,2,47,7.8,93,28
Barisal,1978,8,3,21,8,89,28.3
Barisal,1978,8,4,6,7.55,93,26.9
Barisal,1978,8,5,8,5.85,95,26.2
Barisal,1978,8,6,26,4.05,86,28.2
Barisal,1978,8,7,0,3.5,84,29.4
Barisal,1978,8,8,8,5.25,85,29.5
Barisal,1978,8,9,17,4.2,90,27.9
Barisal,1978,8,10,0,6.1,88,28.6
Barisal,1978,8,11,12,10.15,84,29.2
Barisal,1978,8,12,0,10.25,82,29.7
Barisal,1978,8,13,0,7.25,82,30.8
Barisal,1978,8,14,3,5,84,28.8
Barisal,1978,8,15,14,5,93,26.9
Barisal,1978,8,16,32,0.5,86,28.5
Barisal,1978,8,17,3,4.6,83,29
Barisal,1978,8,18,0,6.6,81,30
Barisal,1978,8,19,20,5,91,27.9
Barisal,1978,8,20,13,5,79,29.4
Barisal,1978,8,21,13,5,85,28.3
Barisal,1978,8,22,13,9.15,94,26.4
Barisal,1978,8,23,18,7,83,28.8
Barisal,1978,8,24,3,1.55,83,29.1
Barisal,1978,8,25,1,0.55,81,29.1
Barisal,1978,8,26,0,0.6,85,27.4
Barisal,1978,8,27,12,1.3,90,27.6
Barisal,1978,8,28,9,3.4,91,27.1
Barisal,1978,8,29,3,3.85,82,30
Barisal,1978,8,30,3,8.3,95,26
Barisal,1978,8,31,3,8.3,95,26
Barisal,1978,9,1,7,3.9,94,26.4
Barisal,1978,9,2,16,2.3,97,25.8
Barisal,1978,9,3,27,8.85,91,27.8
Barisal,1978,9,4,0,4.75,86,28.8
Barisal,1978,9,5,0,6.4,93,27.5
Barisal,1978,9,6,15,6.2,90,27
Barisal,1978,9,7,10,3.7,88,27.5
Barisal,1978,9,8,1,0.95,87,27.7
Barisal,1978,9,9,0,3.85,91,27.3
Barisal,1978,9,10,1,0.4,84,28.1
Barisal,1978,9,11,0,6.25,82,28.4
Barisal,1978,9,12,1,0.6,79,28.9
Barisal,1978,9,13,0,5.65,84,28.3
Barisal,1978,9,14,0,4.85,87,28
Barisal,1978,9,15,8,3.75,90,27.5
Barisal,1978,9,16,20,4,95,26.6
Barisal,1978,9,17,17,4.55,84,28.4
Barisal,1978,9,18,0,5.4,83,29.7
Barisal,1978,9,19,0,4.95,83,29.6
Barisal,1978,9,20,0,4.8,84,29.3
Barisal,1978,9,21,13,9.1,89,27.6
Barisal,1978,9,22,9,5.55,86,28.5
Barisal,1978,9,23,1,4,86,29.2
Barisal,1978,9,24,27,3.4,95,25.9
Barisal,1978,9,25,3,5.05,91,25.4
Barisal,1978,9,26,50,9.05,92,26.4
Barisal,1978,9,27,0,6.25,93,26.2
Barisal,1978,9,28,12,4.75,94,26.4
Barisal,1978,9,29,10,4.75,98,25.1
Barisal,1978,9,30,52,9.15,90,27.3
Barisal,1978,10,1,5,3.65,83,28.4
Barisal,1978,10,2,0,6.1,88,27.5
Barisal,1978,10,3,10,7.75,88,27.5
Barisal,1978,10,4,41,5.9,89,27.3
Barisal,1978,10,5,11,3.95,86,28.7
Barisal,1978,10,6,0,5.25,86,28.5
Barisal,1978,10,7,0,5.6,81,29.1
Barisal,1978,10,8,0,10.5,91,27.4
Barisal,1978,10,9,22,10.4,84,28.1
Barisal,1978,10,10,0,9.3,91,27.3
Barisal,1978,10,11,25,9.05,86,27.2
Barisal,1978,10,12,13,10.6,77,26.8
Barisal,1978,10,13,0,9.6,78,28.4
Barisal,1978,10,14,0,7.55,86,28.4
Barisal,1978,10,15,0,9.45,84,28.3
Barisal,1978,10,16,0,10.75,82,28
Barisal,1978,10,17,0,10.55,83,28.1
Barisal,1978,10,18,0,10.2,83,27.7
Barisal,1978,10,19,0,9.35,81,28.5
Barisal,1978,10,20,0,10.45,80,28.4
Barisal,1978,10,21,0,10.5,80,27.7
Barisal,1978,10,22,0,10.4,77,27.1
Barisal,1978,10,23,0,10.5,83,27
Barisal,1978,10,24,0,9.55,78,28.1
Barisal,1978,10,25,0,8.75,79,27.7
Barisal,1978,10,26,0,10.45,82,28.2
Barisal,1978,10,27,0,10.5,81,28.6
Barisal,1978,10,28,0,10.45,81,27.6
Barisal,1978,10,29,0,7.8,85,25.7
Barisal,1978,10,30,0,5,81,27.2
Barisal,1978,10,31,0,5.45,80,27.4
Barisal,1978,11,1,0,9.9,80,27.4
Barisal,1978,11,2,0,10.55,84,26.1
Barisal,1978,11,3,3,9.55,79,25.7
Barisal,1978,11,4,0,7.8,76,24.7
Barisal,1978,11,5,0,9.9,77,24.5
Barisal,1978,11,6,0,10.65,76,24.8
Barisal,1978,11,7,0,10.55,76,24.5
Barisal,1978,11,8,0,9.35,79,24.5
